ObjectID,GlobalID,Número de informe MIRA,Tipo de incendio,Fecha de registro del evento,Departamento,Fuente,Área,CreationDate,Creator,EditDate,Editor,x,y
94,40df0c7c-adc2-4e2f-97d7-1308b1e87022,643,Forestal_Plantado,1/24/2021 3:00:00 PM,Rocha,cecoed,45,6/9/2022 5:28:57 PM,sinae_covid_19,6/9/2022 5:28:57 PM,sinae_covid_19,-53.5451214157065,-34.0297818469601
95,5a15c3e4-ecfb-4ff3-93d7-1a605bfbf9bb,797,Interface_Urbana,12/9/2021 3:00:00 PM,Salto,sgsp,,6/9/2022 5:44:04 PM,sinae_covid_19,6/9/2022 5:44:04 PM,sinae_covid_19,-57.9833737891026,-31.3990515388722
96,59311aec-4334-4081-98a3-4338a0fd628c,807,De_Campo,12/20/2021 3:00:00 PM,San_Jose,prensa,,6/9/2022 6:03:56 PM,sinae_covid_19,6/9/2022 6:03:56 PM,sinae_covid_19,-56.7191048254292,-34.2171419657878
97,e2e2cb1f-871b-48ae-a69b-293693018635,811,Forestal_Plantado,12/22/2021 3:00:00 PM,Tacuarembo,cecoed,,6/10/2022 12:51:13 PM,sinae_covid_19,6/10/2022 12:51:13 PM,sinae_covid_19,-56.0031128304989,-31.7439240893203
98,d886b91a-77ee-4530-81eb-df7f4a822a0b,812,De_Campo,12/23/2021 3:00:00 PM,Tacuarembo,prensa,2,6/10/2022 1:02:51 PM,sinae_covid_19,6/10/2022 1:02:51 PM,sinae_covid_19,-56.0182505711629,-31.7265558894185
99,aec1691c-1c6c-4815-a043-364f941c9339,809,Forestal_Plantado,12/25/2021 3:00:00 PM,Maldonado,cecoed,,6/10/2022 1:19:36 PM,sinae_covid_19,6/15/2022 5:10:54 PM,sinae_covid_19,-55.2579199999999,-34.8661499999999
100,465f6b50-6c88-4ffa-8804-4c7f68ce98bc,931,De_Campo,12/27/2021 3:00:00 PM,Cerro_Largo,sgsp,1,6/10/2022 1:26:08 PM,sinae_covid_19,6/10/2022 1:26:08 PM,sinae_covid_19,-54.2764446326978,-31.7884255955498
101,2bbc88a2-1ba2-4c9f-9534-87e91f3544b9,818,De_Campo,12/29/2021 3:00:00 PM,Maldonado,cecoed,0.0003,6/10/2022 1:34:54 PM,sinae_covid_19,6/15/2022 5:28:43 PM,sinae_covid_19,-55.2588699999999,-34.8100699999999
102,a48a9832-101a-424d-ab3f-6a10f8afe8e6,822,Forestal_Plantado,12/30/2021 3:00:00 PM,Rio_Negro,prensa,,6/10/2022 1:46:00 PM,sinae_covid_19,6/10/2022 1:46:00 PM,sinae_covid_19,-57.4504037229211,-32.5120569711515
103,64456954-e4e9-4d9e-980a-a7a4371a9448,823,Interface_Urbana,12/30/2021 3:00:00 PM,Canelones,prensa,,6/10/2022 1:54:36 PM,sinae_covid_19,7/1/2022 3:13:00 PM,sinae_covid_19,-55.7928426400757,-34.7650312868945
104,7ba8b7b8-e10c-43c0-a836-7d1fd64d91b0,825,Interface_Urbana,12/30/2021 3:00:00 PM,Salto,cecoed,,6/10/2022 2:10:08 PM,sinae_covid_19,6/10/2022 2:10:08 PM,sinae_covid_19,-57.9282522009289,-31.3846019330255
105,445791db-3a23-4760-930e-8166fac7b2bf,829,Interface_Urbana,12/30/2021 3:00:00 PM,Canelones,prensa,,6/10/2022 2:41:30 PM,sinae_covid_19,6/10/2022 2:41:30 PM,sinae_covid_19,-55.6893322467492,-34.7524248733768
106,42e2c9ca-e977-4560-b8d8-df6ad01c7377,1052,Forestal_Plantado,12/29/2021 3:00:00 PM,Maldonado,cecoed,,6/15/2022 5:41:58 PM,sinae_covid_19,6/15/2022 5:41:58 PM,sinae_covid_19,-55.0320399295265,-34.8576103315794
107,63f3e7db-e12a-4655-8726-d7b8db2b9ee2,1023,Interface_Urbana,4/25/2022 3:00:00 PM,Montevideo,cecoed,,6/28/2022 4:25:02 PM,sinae_covid_19,6/28/2022 4:25:02 PM,sinae_covid_19,-56.1670880544335,-34.7916704564113
108,307012b7-1942-4015-8e9a-2cc970cef7f9,1046,De_Campo,6/3/2022 3:00:00 PM,Rocha,sgsp,,6/28/2022 5:35:29 PM,sinae_covid_19,6/28/2022 5:35:29 PM,sinae_covid_19,-54.0796956858533,-33.7844932004941
109,183fd81a-38f7-4de6-b185-98ec6dbedeff,1045,De_Campo,6/3/2022 3:00:00 PM,Cerro_Largo,sgsp,,6/28/2022 6:01:53 PM,sinae_covid_19,6/28/2022 6:01:53 PM,sinae_covid_19,-54.8335353883509,-32.3048994926885
110,391e2a5c-8267-4921-8759-a40d97412026,1055,De_Campo,6/12/2022 3:00:00 PM,Montevideo,sgsp,,6/28/2022 6:53:42 PM,sinae_covid_19,6/28/2022 6:53:42 PM,sinae_covid_19,-56.2734209462585,-34.7536731528274
111,4ce7b7fa-70bc-4a39-aee9-007662a63144,1053,Forestal_Plantado,6/13/2022 3:00:00 PM,Paysandu,sgsp,1.5,6/28/2022 7:16:38 PM,sinae_covid_19,6/28/2022 7:16:38 PM,sinae_covid_19,-57.5000020462986,-31.8800520520776
112,ef370a8a-ecac-4b03-a73a-fe0db497ada3,1056,De_Campo,6/17/2022 3:00:00 PM,Soriano,sgsp,40,6/28/2022 7:31:26 PM,sinae_covid_19,6/28/2022 7:31:26 PM,sinae_covid_19,-58.0357769038871,-33.2758398509735
113,fcddcccf-5e8c-475f-ba8a-c26aff49d1ca,1060,De_Campo,6/26/2022 3:00:00 PM,Rio_Negro,sgsp,30,6/28/2022 7:42:07 PM,sinae_covid_19,6/28/2022 7:42:07 PM,sinae_covid_19,-58.0953149086149,-33.1885496364539
